name,length,starring,year,notes,recorded_bought,inserted,updated
Bridesmaids,2:05,"Kristen Wigg,Melissa McCarthy (Supporting Actress Oscar)",2011,,0,5/30/2012 21:37,5/30/2012 21:37
Super Size Me,1:38,Morgan Spurlock,2004,,0,5/31/2012 17:20,5/31/2012 17:20
"Town Christmas Forgot, The",1:30,"Lauren Holly, Rick Roberts",2010,,0,5/31/2012 17:21,5/31/2012 17:21
Deck the Halls,1:30,"Kathy Najimy, Scottie Thompson",2011,,0,5/31/2012 17:22,5/31/2012 17:22
Annie Claus Is Coming To Town,1:30,"Maria Thayer, Vivica A. Fox",2011,,0,5/31/2012 17:23,5/31/2012 17:23
Gamer,1:35,"Gerard Butler, Amber Valletta, ",2009,,0,5/31/2012 17:24,5/31/2012 17:24
"Leon: Professional, The",1:46,"Jean Reno,Gary Oldman, Natalie Portman",1994,,0,5/31/2012 17:28,5/31/2012 17:28
"Boys & Girl From County Clare, The",1:30,"Colm Meany, Bernard Hill",2003,,0,5/31/2012 17:29,5/31/2012 17:29
"longest Day, The",3:00,"John Wayne, Robt.Mitchum,Henry Fonda, Richard Burton",1962,,0,5/31/2012 17:30,5/31/2012 17:30
Waiting For Superman,1:42,School Doc,2010,,0,5/31/2012 17:31,5/31/2012 17:31
"Village Barbershop, The",1:39,"John Ratzenberger, Josh Hutchinson",2008,,0,5/31/2012 17:32,5/31/2012 17:32
James Patterson's Sunday At Tiffany's,1:31,"Alyssa Milano, Eric Winter",2010,,0,5/31/2012 17:33,5/31/2012 17:33
Scorpio One,1:36,"Robt.Carradine, Jeff Speakman",1997,,0,5/31/2012 17:34,5/31/2012 17:34
"King's Speech, The",1:58,"Colin Firth(Oscar], Geoffrey Rush",2010,,0,5/31/2012 17:35,5/31/2012 17:35
"Santa Claus 2, The",1:44,"Tim Allen, Eliz.Allen, Judge Reinhold",2002,,0,5/31/2012 17:36,5/31/2012 17:36
Double Wedding,1:27,"Wm.Powell,Myrna Loy",1937,,0,5/31/2012 17:37,5/31/2012 17:37
Major League 3: Back To the Minors,1:44,"Scott Bakula, Corbin Bernsen, Dennis Haysbert",1998,,0,5/31/2012 17:38,5/31/2012 17:38
That Funny Feeling,1:33,"Sandra Dee, Bobby Darin, Donald O'Connor",1965,Maid,0,5/31/2012 17:39,5/31/2012 17:39
Assignment Berlin,1:27,"Sammi Davis, Paul Winfield, Cliff Robertson",1998,Berlin,0,5/31/2012 17:41,5/31/2012 17:41
Taxi Driver,1:53,"Robt.DeNiro, Jodie Foster",1976,,0,5/31/2012 17:42,5/31/2012 17:42
Rango,1:45,"johnny Depp, Isla Fisher, Abigail Breslin",2011,Animated Western,0,5/31/2012 17:43,5/31/2012 17:43
Changing Lanes,1:38,"Ben Affleck, Samuel L. Jackson,",2002,,0,5/31/2012 17:44,5/31/2012 17:44
"Sailor Who Fell From Grace With the Sea, The",1:45,"Kris Kristofferson, Sara Miles",1976,,0,5/31/2012 17:47,5/31/2012 17:47
No Strings Attached,1:48,"Natalie Portman, Ashton Kutcher",2011,,0,5/31/2012 17:48,5/31/2012 17:48
"Big Hit, The",1:31,"Mark Wahlberg,, Lou Diamond Phillips",1998,,0,5/31/2012 17:49,5/31/2012 17:49
Racen The,1:23,"Colm Meany, Susan Lynch",2009,Northern Ireland,0,5/31/2012 17:50,5/31/2012 17:50
A Taste of Romance,1:30,"Teri Polo, James Patrick Stewart",2011,French chef/Fireman,0,5/31/2012 17:52,5/31/2012 17:52
Nothing But Trouble,1:34,"Chevy Chase, Dan Aykroyd,John Candy, Demi Moore",1991,,0,5/31/2012 17:53,5/31/2012 17:53
"Contractor, The",1:45,"Wesley Snipes, Eliz.Bennett",2007,Germany,0,5/31/2012 17:55,5/31/2012 17:55
Jumping the Broom,1:48,"Angela Bassett,Paula Patton, Loretta Divine",2011,,0,5/31/2012 17:58,5/31/2012 17:58
"Mechanic,The",1:32,"Jason Stratham,Ben Foster, Donald Sutherland,Tony Goldwyn",2011,,0,5/31/2012 18:00,5/31/2012 18:00
Halloween H 2 O: 20 Years Later,1:25,"Jamie Lee Curtis, Adam Arkin,Michelle Wms.",1988,,0,5/31/2012 18:02,5/31/2012 18:02
A Very Cool Christmas,1:36,"Geo.Hamilton,Brooke Nevin, Donna Mills",2004,,0,5/31/2012 18:04,5/31/2012 18:04
"Bridges of Madison County, The",2:15,"Meryl Streep, Clint Eastwood",1995,,0,5/31/2012 18:04,5/31/2012 18:04
"Matchmaker, The",1:36,"Jeneane Garofalo,David O'Hara,Milo O'Shea",1997,,0,5/31/2012 18:06,5/31/2012 18:06
Ondine,1:50,"Colin Farrell, Alicja Bachleda",2009,"Cork, Ireland",0,5/31/2012 18:09,5/31/2012 18:09
"Big  Night, The",1:47,"Minnie Driver, Stanley Tucci, Ian Holm",,,0,5/31/2012 18:21,5/31/2012 18:21
"Adjustment Bureau, The",1:46,"Matt Damon,Emily Blunt, John Slattery",2011,MYC,0,5/31/2012 18:23,5/31/2012 18:23
Paul,1:44,"Simon Pegg,Nick Frost,Seth Rogen, Jason Bateman,Kristen Wigg",2011,U.S./Alien,0,5/31/2012 18:25,5/31/2012 18:25
Dr.Seuss' the Cat In the Hat,1:22,"Mike Myers,Dakota Fanning,Spencer Breslin",2003,,0,5/31/2012 18:27,5/31/2012 18:27
Cry Baby,1:25,"Johnny Depp, Amy Locane, Ricki Lake",1990,,0,5/31/2012 18:28,5/31/2012 18:28
Dodgers vs Pirates 4/10/12,3:00,"M.Wills,R.Peromaski,N.Sherry,T.Lasorta",2012,"Opening Day. Won 4-1, on Ethier's HR",0,5/31/2012 18:45,5/31/2012 18:45
Scream 2,2:00,"David Arquette, Courtney Cox, Neve Campbell",1997,,0,5/31/2012 18:49,5/31/2012 18:49
Soul Surfer,1:46,"AnnaSophia Robb,Dennis Quaid, Helen Hunt",2011,Story of Bethany Hamilton/Shark,0,5/31/2012 18:51,5/31/2012 18:51
Fair Game,1:48,"Naomi Watts, Sean Penn, Sam Shepard,Ty Burrell",2010,Valerie Plume/CIA,0,5/31/2012 18:52,5/31/2012 18:52
One Christmas,1:36,"Katharine Hepburn,Henry Winkler,Swoozie Kurtz",1994,,0,5/31/2012 18:53,5/31/2012 18:53
Morning Glory,1:50,"Rachel McAdams, Harrison Ford, Diane Keaton",2010,,0,5/31/2012 18:54,5/31/2012 18:54
A Nanny For Christmas,1:28,"Emmanuelle Vaugier, Dean Cain, Cynthia Gibb",2010,,0,5/31/2012 18:56,5/31/2012 18:56
Christmas Comes To Canaan,1:30,"Billy  Ray Cyrus, Zak Ludwig,Jaishon Fisher",2011,,0,5/31/2012 18:57,5/31/2012 18:57
A Princess for Christmas,1:30,"Katie McGrath, Roger Moore",2010,,0,5/31/2012 18:58,5/31/2012 18:58
Undercover,1:36," 

Jamie Gertz,Shawn Christian,Winston Rekert",2003,,0,5/31/2012 19:00,5/31/2012 19:00
"Cemetary Club, The",1:47,"Ellen Burstyn,Olympia Dukakis, Diane Ladd, Danny Aielo",1992,,0,5/31/2012 19:01,5/31/2012 19:01
Wm.& Kate,2:30,"Wm. & Kate, Chas. & Diana",,Kate's Wedding day,0,5/31/2012 19:08,5/31/2012 19:08
Blonde Ambition,1:33,"Jessica Simpson, Luke Wilson",2001,,0,5/31/2012 19:45,5/31/2012 19:45
Army of Darkness,1:21,"Bruce Campbell,Embeth Davidtz",1992,,0,6/1/2012 10:39,6/1/2012 10:39
Big Night,1:47,"Stanley Tucci, Tony Shalhoub",1996,,0,6/1/2012 10:41,6/1/2012 10:41
Island of Love,1:41,"Robt.Preston,Tony Randall, Walter Matthau",1963,Athens,0,6/1/2012 10:42,6/1/2012 10:42
Secondhand Lions,1:49,"Michael Caine, Robt.Duvall, Haley Joel Osment",2003,,0,6/1/2012 10:43,6/1/2012 10:43
Dodgers vs Phillies 6/4/12,4:00,NL League Leaders. Up by 3 in June.,2012,ESPN,0,6/8/2012 13:02,6/8/2012 13:02
10,2:02,"Dudley Moore, Bo Derek, Julie Andrews",1979,Manzinillo/L.A.,0,6/8/2012 13:03,6/8/2012 13:03
Ready To War {Pret-a-Porter],2:12,"Sophia Loren, M.Mastroianni,Julia Roberts, Tim Robbins",1994,Paris,0,6/8/2012 13:06,6/8/2012 13:06
Grand Canyon,2:14,"Danny Glover, Kevin Kline Alfre Woodard",1991,,0,6/8/2012 13:07,6/8/2012 13:07
Goodfellas,2:26,"Ray Liotta, Joe Pesci,Robt.DeNiro",1990,,0,6/8/2012 13:08,6/8/2012 13:08
Sirens,1:34,"Hugh Grant,Tara Fitzgerald.Elle Macpherson",1994,Australia,0,6/8/2012 13:09,6/8/2012 13:09
Mr.Popper's Penquins,1:34,"Jim Carrey,Carla Gugino, Angela Lansbury",2011,,0,6/8/2012 13:10,6/8/2012 13:10
Beginners,1:45,"Ewan McGregor, Christopher Plummer [Oscar]",2011,,0,6/8/2012 13:44,6/8/2012 13:44
Deliverance,1:49,"Jon Voight, Burt Reynolds, Ned Beatty",1972,Georgia,0,8/23/2012 18:04,8/23/2012 18:04
Footloose,1:53,"Kenny Wormand, Julianne Hough, Dennis Quaid",2011,Georgia,0,8/23/2012 18:06,8/23/2012 18:06
For Love Or Money,1:34,"Michael J. Fox, Gabrielle Anwar",1993,,0,8/23/2012 18:07,8/23/2012 18:07
"Debt, The",1:52,"Helen Mirren, Tom Wilkinson, Jessica Chastain",2010,,0,8/23/2012 18:08,8/23/2012 18:08
"Flintstones, The",1:32,"John Goodman, Eliz.Perkins, Eliz.Taylor",1994,,0,8/23/2012 18:09,8/23/2012 18:09
Zorba The Greek,2:22,"Anthony Quinn, Alan Bates, Irene Pappas",1964,Crete,0,8/23/2012 18:10,8/23/2012 18:10
Contagion,1:46,"Matt Damon, Marion Cotillard, Jude Law",2011,,0,8/23/2012 18:11,8/23/2012 18:11
"Love Letter, The",1:28,"Kate Capshaw, Blythe Danner, Tom Selleck",1999,"Rockport, Mass.",0,8/23/2012 18:12,8/23/2012 18:12
"Thief Who Came To Dinner, The",1:45,"Ryan O'Neal, Jackie Bisset. Warren Oates",1983,,0,8/23/2012 18:13,8/23/2012 18:13
"Big Year, The",1:40,"Steve Martin, Jack Black, Owen Wilson",2011,Birders,0,8/23/2012 18:14,8/23/2012 18:14
Rise of Planet of Apes,1:46,"James Franco,Brian Cox, Andy Serkis",2011,,0,8/23/2012 18:15,8/23/2012 18:15
Intolerable Cruelty,1:40,"Geo.Clooney, Catherine Zeta Jones",2003,,0,8/23/2012 18:17,8/23/2012 18:17
Flashpoint,1:34,"Kris Kristopherson,Treat Wms., Rip Torn",1984,,0,8/23/2012 18:18,8/23/2012 18:18
Colleratal,2:00,"Tom Cruise, Jamie Foxx",2004,,0,8/23/2012 18:19,8/23/2012 18:19
Flubber,1:33,"Robin Wms., Marcia Gay Harden, Christopher McDonald",1997,,0,8/23/2012 18:20,8/23/2012 18:20
Lara Croft Tomb Raider:Cradle of Life,1:58,"Angelina Jolie, Gerard Butler",2003,Santorini,0,8/23/2012 18:21,8/23/2012 18:21
Coma,1:53,"Michael Douglas, Genevieve Bujold, Rip Torn",1978,,0,8/23/2012 18:22,8/23/2012 18:22
Popeye,1:54,"Robin Wms., Shelley Duvall, Ray Walston",1980,Malta,0,8/23/2012 18:23,8/23/2012 18:23
Evil Under the Sun,1:42,"Peter Ustinov, Maggie Smith, Roddy McDowall",1982,"Mallorca, Spain",0,8/23/2012 18:28,8/23/2012 18:28
Cowboys and Aliens,1:58,"Daniel Craig, Harrison Ford",2011,,0,8/23/2012 18:29,8/23/2012 18:29
"Flintstones in Viva Las Vegas, The",,"Mark Addy, Stephen Baldwin, Joan Collins",2000,,0,8/23/2012 18:30,8/23/2012 18:30
"Rundown, The",1:44,"Dwayne 'Rock' Johnson, Seann Wm.Scott",2003,,0,8/23/2012 18:31,8/23/2012 18:31
"X-Files, The",2:00,"David Duchovny, Gillian Anderson,Martin Landau",1998,,0,8/23/2012 18:32,8/23/2012 18:32
Harry Potter and the Sorcerer's Stone,2:32,"Daniel Radcliffe, Rupert Grint, John Cleese",2001,,0,8/23/2012 18:33,8/23/2012 18:33
Cinema Paradiso,2:03,"Salvatore Cascio, Phillipe Noiret, Jacque Perrin",1988,Sicily,0,8/23/2012 18:37,8/23/2012 18:37
Spill,1:27,"Brian Bosworth, Leah Pinsent",1996,,0,8/23/2012 18:37,8/23/2012 18:37
Ghostbusters 1,1:46,"Bill Murray, Dan Aykroyd, Harold Ramis, Segourney Weaver, Annie Potts",1984,,0,8/23/2012 18:38,8/23/2012 18:38
Bruce Almighty,1:41,"Jim Carrey, Morgan Freeman; Jennifer Aniston",2003,,0,8/23/2012 18:39,8/23/2012 18:39
Titanic,3:15,"Leonardo DiCaprio, Kate Winslet, Gloria Stuart",1997,,0,8/23/2012 18:40,8/23/2012 18:40
J.Edgar,2:17,"Leonardo DiCaprio,Naomi Watts, Judi Dench",2011,,0,8/23/2012 18:41,8/23/2012 18:41
Hard to Hold,1:33,"Rick Springfield, Patti Hansen",1984,,0,8/23/2012 18:42,8/23/2012 18:42
"Very Thought of You, The",1:28,"Monica Potter, Rufus Sewell, Joseph Fiennes",1999,London,0,8/23/2012 18:43,8/23/2012 18:43
"What""s Your Number?",1:46,"Anna Faris, Chris Evans",2011,,0,8/23/2012 18:43,8/23/2012 18:43
Blind Date,1:33,"Kim Basinger, Bruce Willis, John Larroquette",1987,,0,8/23/2012 18:44,8/23/2012 18:44
Cloak and Dagger,1:41,"Henry Thomas, Dabney Coleman",1984,,0,8/23/2012 18:45,8/23/2012 18:45
Puss 'n Boots,1:30,"Antonio Banderas, Salma Hayek",2011,From Shrek,0,8/23/2012 18:47,8/23/2012 18:47
Green Horne tSerial,,"Gordon Jones, Key Luke",1940,Episodes 10 thru 13,0,8/23/2012 18:49,8/23/2012 18:49
"Act of Getting By, The",1:24,"Freddie Highmore, Emma Roberts, Rita Wilson",2011,,0,8/23/2012 18:50,8/23/2012 18:50
Captain America:The First Avenger,2:04,"Chris Evans,Harley Atwell, Tommy Lee Jones",2011,,0,10/4/2012 18:12,10/4/2012 18:12
Love In a Goldfish Bowl,1:28,"Tommy Sands,Fabian,Toby Michaels",1961,,0,10/4/2012 18:18,10/4/2012 18:18
You Will Meet a Tall Dark Stranger,1:38,"Antonio Banderas, Josh Brolin, Anthony Hopkins",2010,,0,10/4/2012 18:19,10/4/2012 18:19
Brideshead Revisited,2:14,"Matthew Goode, Emma Thompson",2008,,0,10/4/2012 18:19,10/4/2012 18:19
"Inspectors 1, The",1:45,"Louis Gossett Jr, Jonathan Silverman",1998,,0,10/4/2012 18:22,10/4/2012 18:22
Love Story,1:39,"Ali McGraw, Ryan O'Neal, John Marley",1970,Boston,0,10/4/2012 18:23,10/4/2012 18:23
"Train, The",2:13,"B.Lancaster, Paul Scofield,Jeanne Moreau",1965,,0,10/4/2012 18:24,10/4/2012 18:24
Thank You For Smoking,1:32,"Aaron Eckhart, Maria Bello, Sam Elliott",2005,,0,10/4/2012 18:25,10/4/2012 18:25
Innerspace,1:59,"Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy",1987,,0,10/4/2012 18:25,10/4/2012 18:25
Dodger vs Padres 4/5/12,,"Padres Opening Day . D's-5, P's-3.",2012,"Debi & Dennis Bone, Tim Bartee, me & Jodie.",0,10/4/2012 18:34,10/4/2012 18:34
Dodgers vs Az Diamondbacks  4/5/12,,"Vin Scully, 84.",2012,2-1 Dodgers. Josh Beckett wp,0,10/4/2012 18:36,10/4/2012 18:36
"Terminal, The",2:08,"Tom Hanks, Catherine Zeta-Jones, Stanley Tucci",2004,,0,10/4/2012 18:37,10/4/2012 18:37
"Ides of March, The",1:40,"Geo.Clooney, Ryan Gosling, Marissa Tomei",2011,,0,10/4/2012 18:38,10/4/2012 18:38
Cars  2,1:47,"Owen Wilson, Larry the Cable Guy, Michael Caine",2011,Europe. Animated.,0,10/4/2012 18:39,10/4/2012 18:39
One For the Money,1:31,"Katherine Heigl, Jason O'Mara, Sherri Shepherd",2012,,0,10/4/2012 18:40,10/4/2012 18:40
Johnny Carson's American Masters,2:00,Johnny Carson,2012,PBS Doc,0,10/4/2012 18:43,10/4/2012 18:43
Extremely Close & Incredibly Loud,2:09,"Tom Hanks, Sandra Bullock, Thomas Horn, Viola Davis",2011,11-Sep,0,10/4/2012 18:45,10/4/2012 18:45
Seven Days in May,1:58,"B.Lancaster, Kirk Douglas, Ava Gardner",1964,,0,10/4/2012 18:45,10/4/2012 18:45
Rough Night in Jericho,1:37,"Dean Martin, Geo.Peppard, Jran Simmons",1967,,0,10/4/2012 18:46,10/4/2012 18:46
New York Minure,1:31,"Ashley & Mary Kate Olsen, Eugene Levy, Jason Padalekis",2004,,0,10/4/2012 18:47,10/4/2012 18:47
Hugo,2:06,"Ben Kingsley, Sasha Baron Cohen, Asa Butterfield, Emily Mortimer",2011,,0,10/4/2012 18:49,10/4/2012 18:49
"Story of Seabiscuit, The",1:31,"Shirley Temple, Barry Fitzgerald, Lon McCallister",1949,,0,10/4/2012 19:07,10/4/2012 19:07
American Wedding,1:44,"Jason Biggs, Allyson Hannigan, Seann Wm.Scott",2003,American Pie,0,10/4/2012 19:10,10/4/2012 19:10
Tinker Tailor Soldier Spy,2:07,"Gary Oldman, Colin Firth",2011,,0,11/9/2012 14:54,11/9/2012 14:54
"Adventures of Tin Tin, The",1:47,"Jamie Bell, Daniel Craig, Simon Pegg",2011,Animated,0,11/9/2012 14:55,11/9/2012 14:55
"My Father, the Hero",1:30,"Gerard Depardieu,Katherine Heigl, Lauren Hutton",1994,,0,11/9/2012 15:02,11/9/2012 15:02
"Trouble With Spies, The",1:31,"Donald Sutherland, Ned Beatty, Ruth Gordon",1987,,0,11/9/2012 15:03,11/9/2012 15:03
Harry Potter and the Prisoner of Azkaban,2:21,"Daniel, Rupert, Emma, Gary Oldnan",2004,,0,11/9/2012 15:04,11/9/2012 15:04
A Summer Place,2:10,"Richard Egan, Dorothy McGuire, Sandra Dee",,Maine,0,11/9/2012 15:05,11/9/2012 15:05
Crazy Stupid Love,1:58,"Steve Carell, Ryan Gosling, Emma Stone",2011,,0,11/9/2012 15:05,11/9/2012 15:05
Tower Heist,1:45,"Ben Stiller, Eddie Murphy, Alan Alda",2011,,0,11/9/2012 15:06,11/9/2012 15:06
Anchorman,1:38,"Will Farrell, Christina Applegate",2004,,0,11/9/2012 15:07,11/9/2012 15:07
13 Rue Madeleine,1:35,"James Gregory, Richard Conte ",1946,France,0,11/13/2012 23:11,11/13/2012 23:11
"Wild Angels, The",1:33,"Peter Fonda, Nancy Sinatra, Bruce Dern",1966,,0,11/13/2012 23:12,11/13/2012 23:12
Cars 2,1:47,"Owen Wilson,Larry the Cable Guy, Michael Caine",2011,Europe. Animated,0,11/13/2012 23:13,11/13/2012 23:13
Ides of ,1:40,"Ryan Gosling, Geo.Clooney",2011,,0,11/13/2012 23:14,11/13/2012 23:14
Dodgers vs D-Backs 9/1/12,,Vin Scully,,,0,11/13/2012 23:17,11/13/2012 23:17
"Adjustment Bureau,The",1:46,Matt Damon. Emily Blunt,2011,,0,11/13/2012 23:19,11/13/2012 23:19
Rough Night in Jerico,1:37,"Dean Martin, Geo.Peppard, Jean Simmons",1967,,0,11/13/2012 23:25,11/13/2012 23:25
An UnfinishedLife,1:47,"Robert Redford, Jennifer Lopez, Josh Lucas, Morgan Freeman",2005,,0,11/14/2012 21:17,11/14/2012 21:17
Sideways,2:06,"Paul Giamatti, Thomas Hayden Church, Virginia Madsen, Sandra Oh.",2004,,0,11/14/2012 21:24,11/14/2012 21:24
"Untold Story of 007, The",,James Bond,2011,Doc. Partly gray.,0,11/14/2012 21:27,11/14/2012 21:27
Freaky Friday,1:36,"Jamie Lee Curtis, Lindsay Lohan",2003,,0,11/14/2012 21:27,11/14/2012 21:27
My Favorite Martian,1:33,"Christopher Lloyd, Jeff Daniels",1999,,0,11/14/2012 21:28,11/14/2012 21:28
"Next Karate Kid, The",1:44,"Pat Morita, Hillary Swank",1994,,0,11/14/2012 21:29,11/14/2012 21:29
18 Again !,1:40,"George Burns, Charlie Schlatter",,,0,11/14/2012 21:29,11/14/2012 21:29
Mr.Bean's Holiday,1:28,"Rowan Atkinson, William Dafoe",2007,French Riviera,0,11/14/2012 21:31,11/14/2012 21:31
This Means War,1:37,"Reese Witherspoon, Chris Pine",2012,,0,11/14/2012 21:32,11/14/2012 21:32
Wag the Dog,1:37,"Dustin Hoffman, Robert DiNero",1997,,0,11/14/2012 21:33,11/14/2012 21:33
Johnny English,1:26,"Rowan Atkinson, John Malkovich",2003,,0,11/14/2012 21:35,11/14/2012 21:35
Johnny English Reborn,1:42,"Rowan Atkinson, Gillian Anderson",2011,,0,11/14/2012 21:36,11/14/2012 21:36
Naked Gun:33 1/3,1:22,"Leslie Neilsen, Priscilla Presley, O.J.",1994,,0,11/14/2012 21:37,11/14/2012 21:37
Junebug,1:46,"Amy Adams, Ben McKenzie",2005,,0,11/14/2012 21:38,11/14/2012 21:38
Fatal Beauty,1:42,"Whoopi Goldberg, Sam Elliott",1987,,0,11/14/2012 21:38,11/14/2012 21:38
Hop,1:35,"James Marsden, Russell Brand",2011,,0,11/14/2012 21:39,11/14/2012 21:39
Red Dawn,1:54,"Patrick Swayze, Charlie Sheen, Jennifer Grey",1984,,0,11/27/2012 19:53,11/27/2012 19:53
A Thousand Words,1:31,"Eddie Murphy, Allison Janney, Kerry Washington",2012,,0,11/27/2012 19:53,11/27/2012 19:53
"Exorcist, The",2:02,"Ellen Buryston, Linda Blair, Max Von Sydow",1973,,0,11/27/2012 19:54,11/27/2012 19:54
Open Range,2:18,"Robert Duvall, Kevin Costner, Annett Benning",2003,,0,11/27/2012 19:55,11/27/2012 19:55
Love Story,1:39,"Ali McGraw,Ryan O'Neal, John Marley",,,0,11/27/2012 19:56,11/27/2012 19:56
"Inspectors 2, The",1:45,"Louis Gossett Jr, Jonathan Silverman",1998,,0,11/27/2012 19:57,11/27/2012 19:57
You aWill Meet a Tall Dark Stranger,1:38,"Antonio Banderas, Josh Brolin, Anthony Hopkins",2010,,0,11/27/2012 19:59,11/27/2012 19:59
Welcome To Mooseport,1:50,"Gene Hackman, Ray Romano, Maura Tierney",2004,,0,11/27/2012 20:01,11/27/2012 20:01
Lovewrecked,1:40,"Amanda Byrnes, Chris Cormack",2006,,0,11/27/2012 20:02,11/27/2012 20:02
Come September,1:52,"Rock Hudson, Gina Lollobrigida, Sandra Dee",,,0,11/27/2012 20:04,11/27/2012 20:04
"Help, The",2:26,"Emma Stone, Viola Davis, Octavia Spencer",2011,Oscar-Olivia,0,11/27/2012 20:08,11/27/2012 20:08
Mary Martha May Marlene,1:41,"Eliz.Olsen,Hugh Dancy,John Hawkes",2011,,0,11/27/2012 20:09,11/27/2012 20:09
Tyler Perry's Good Deeds,1:51,"Tyler Perry, Thandie Newton,Phylicia Rashad",2012,,0,11/27/2012 20:10,11/27/2012 20:10
Prison of Zenda,1:49,"Peter Sellers, Elke Summers",1997,,0,11/27/2012 20:11,11/27/2012 20:11
"Prisoner of Zenda, Inc.",1:40,"Jonathan Jackson, William Shatner",1996,,0,11/27/2012 20:12,11/27/2012 20:12
Prison of Zenda,1:40,"Stewart Granger, Deborah Kerr",1952,,0,11/27/2012 20:13,11/27/2012 20:13
"Hangover Part II, The",1:42,"Bradley Cooper, Ed Helms, Paul Giamatti",2011,Thailand,0,11/27/2012 20:15,11/27/2012 20:15
Over the Top,1:33,"Sylverter Stallong, David Mendenhall, Robt. Loggia",1987,,0,11/27/2012 20:18,11/27/2012 20:18
How To Be,1:25,"Robt. Pattinson, Powell Jones, Johnny White",2008,,0,11/27/2012 20:19,11/27/2012 20:19
International Velvet,2:09,"Tatum O;Neal, Nanette Newman, Chris.Plummer, A.Hopkins",1984,England.June 2012.No coms.,0,11/27/2012 20:21,11/27/2012 20:21
Abduction,1:46,"Taylor Lautner,Lily Collins, Alfred Molina, Maria Bello",2011,,0,11/27/2012 20:22,11/27/2012 20:22
Batman Forever,2:01,"Val Kilmer, Tommy Lee Jones, Nicole Kidman",1995,,0,11/27/2012 20:23,11/27/2012 20:23
"Running Man, The",1:41,"Arnold Schwarzenegger, Richard Dawson",1987,,0,11/27/2012 20:41,11/27/2012 20:41
Mission Impossible 4:Ghost Protocol,2:13,"Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton",2011,,0,11/27/2012 20:42,11/27/2012 20:42
"Decendants, The",1:55,"Geo.Clooney, Shailene Woodley, Beau Bridges",2011,,0,11/27/2012 20:43,11/27/2012 20:43
Little Big Foot,1:39,"Ross Malinger, P.J.Soles, Matt McCoy",1996,Big Bear,0,11/27/2012 20:45,11/27/2012 20:45
Body Double,1:49,"Craig Wasson, Melanie Griffith",1984,,0,11/27/2012 20:46,11/27/2012 20:46
It Takes Two,1:41,"Kirstie Alley, Stave Guttenberg, Olsen Twins",1995,,0,11/27/2012 20:47,11/27/2012 20:47
Dolphin Tale,1:05,"Harry Connick Jr.,Ashley Judd, Kris Kristofferson, Morgan Freeman",2011,,0,11/27/2012 20:48,11/27/2012 20:48
Cash McCall,1:42,"James Garner, Natalie Wood,Dean Jagger",1958,With Robert Osborne,0,11/27/2012 20:49,11/27/2012 20:49
"Spirit of t.Louis, The",2:18,"James Stewart, Murray Hamilton",1957,,0,11/27/2012 20:51,11/27/2012 20:51
"Fog of War, The",1:45,"Defense Secretary Robert McNamara, Lyndon Johnson",2003,Doc.,0,11/27/2012 20:53,11/27/2012 20:53
Tall Hot Blonde,1:30,"Garret Dillahunt, Laura San Giancomo, Ashley Hamilton",2012,Courtney Cox's:,0,11/27/2012 20:55,11/27/2012 20:55
Dawn Patrol,1:43,"Errol Flynn, David Niven, Basil Rathbone, Donald Crisp",1938,,0,11/27/2012 20:58,11/27/2012 20:58
Hatfield and McCoys,4:00,"Kevin Costner, Bill Paxton, Tom berenger",2012,,0,11/27/2012 21:02,11/27/2012 21:02
Harry Potter 1,2:33,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane",2001,,0,11/27/2012 21:04,11/27/2012 21:04
Man on Fire,2:27,"Denzel, Dakota Fanning, Radha Mitchell,Marc Anthony",2004,,0,11/27/2012 21:06,11/27/2012 21:06
Steel Magnolias 2,2:00,"Queen Latifah, Phylicia Rashad",2012,w/coms,0,11/27/2012 21:08,11/27/2012 21:08
Elektra,1:36,"Jennifer Garner, Terrance Stamp, Goran Visnjic",2005,,0,11/27/2012 21:09,11/27/2012 21:09
"John Adams, disc 1",5:00,"Paul Giamatti, Laura Linney",2008,,0,11/27/2012 21:17,11/27/2012 21:17
"John Adams, disc 2",3:00,Paul Giamatti,2008,,0,11/27/2012 21:18,11/27/2012 21:18
American Dreamz,2:00,"Hugh Grant,Dennis Quaid",2006,,0,11/27/2012 21:25,11/27/2012 21:25
Finding Nemo,1:40,"Albert Brooks, Ellen DeGeneres, Wm.Defoe",2003,Animated,0,11/27/2012 21:28,11/27/2012 21:28
Red Tails,2:05,"Cuba Gooding Jr., Terrance Howard, Nate Parker",2012,P-51's. WWII,0,11/27/2012 21:31,11/27/2012 21:31
Unaccoppanied Minors,1:25,"Dyllan Christopher, Gina Mantagna, Wilmer Valdarama",2006,Christmas Eve,0,11/28/2012 16:19,11/28/2012 16:19
Santa Baby 2:Christmas Baby,1:23,"Jenny McCarthy, Dean McDermott, Paul Sorvino",2009,,0,11/28/2012 16:19,11/28/2012 16:19
Safe House,1:56,"Denzel, Ryan Reynolds, Vera Farmiga",2012,South Africa,0,11/28/2012 16:20,11/28/2012 16:20
Vampires Suck,1:22,"Matt Lanter, Jenn Proske, Chris Riggi",2010,"'Twilight"" Spoof",0,11/28/2012 16:21,11/28/2012 16:21
